@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1150234', 'outlier'}

@DATA
111,121,19568,10235,8833,19068,29303,1150234
121,32,12139,8709,1904,10613,19322,1150234
102,104,31508,6798,22929,29727,36525,1150234
104,97,8882,8154,2084,10239,18393,1150234
102,105,19000,9900,6600,16500,26400,1150234
105,99,37400,14800,27500,42300,57100,outlier
99,111,24500,9000,9700,18700,27700,1150234
111,115,20200,13700,11200,24900,38600,1150234
97,100,30000,10300,16900,27200,37500,1150234
100,101,23400,13100,13100,26200,39300,1150234
101,109,24600,9100,11500,20600,29700,1150234
108,105,13979,9831,14965,6806,16637,1150234
122,97,5196,5428,6577,12004,17432,1150234
122,97,5196,11041,6577,5614,16655,1150234
97,97,14790,5755,10508,16263,22018,1150234
97,97,12635,5732,6880,12611,18343,1150234
97,97,13501,5450,7769,13220,18670,1150234
97,97,13587,4220,8137,12357,16577,1150234
97,97,12590,3427,8370,11796,15223,1150234
97,97,15776,2161,12350,14511,16672,1150234
101,32,7610,1140,5240,6380,7520,1150234
101,32,7610,7510,5240,6370,13880,1150234
99,111,3970,5590,8850,14440,20030,1150234
99,111,3970,7200,8850,1610,8810,1150234
111,110,18060,5610,10860,16470,22080,1150234
32,109,8790,1540,12770,14310,15850,1150234
32,109,8790,9180,12770,7640,16820,1150234
109,117,20890,4690,11710,16400,21090,1150234
99,104,7630,1100,10040,11140,12240,1150234
99,104,7630,7970,10040,6870,14840,1150234
117,108,14415,9433,8164,17597,27030,1150234
108,97,11198,5430,1765,7195,12625,1150234
97,46,7199,8598,1769,10367,18965,1150234
46,32,12004,5412,3406,8819,14231,1150234
32,76,12098,7051,32968,40019,47070,outlier
32,76,12098,10255,32968,3203,13458,outlier
76,108,22414,4651,12159,16810,21461,1150234
108,97,5577,7069,926,7995,15064,1150234
97,97,21613,4652,14544,19196,23848,1150234
97,97,9602,4650,4950,9600,14250,1150234
32,101,19657,10333,13410,23742,34075,1150234
115,32,10758,1094,17981,19075,20169,1150234
115,32,10758,9775,17981,8681,18456,1150234
32,102,39168,8004,29393,37397,45401,outlier
102,117,15810,9017,7807,16823,25840,1150234
117,110,12481,8914,3464,12378,21292,1150234
110,102,21821,6749,12907,19656,26405,1150234
102,102,33594,5696,26845,32541,38237,1150234
102,100,11037,11257,5341,16598,27855,1150234
100,97,12281,15041,1024,16065,31106,1150234
109,105,17360,9730,6590,16320,26050,1150234
105,32,16400,9370,6670,16040,25410,1150234
32,109,16190,9210,6820,16030,25240,1150234
101,110,9200,970,11700,12670,13640,1150234
110,116,10740,150,9770,9920,10070,1150234
110,116,10740,7850,9770,7700,15550,1150234
101,32,6930,3930,15750,19680,23610,1150234
101,32,6930,12220,15750,8290,20510,1150234
101,115,13610,3540,53350,56890,60430,outlier
97,32,15117,2717,6962,9680,12397,1150234
