@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1140470', 'outlier'}

@DATA
32,102,20770,4430,12490,16920,21350,1140470
102,100,9490,10590,3640,14230,24820,1140470
100,105,17000,7270,6410,13680,20950,1140470
105,97,13700,10610,6430,17040,27650,1140470
97,32,11400,8180,790,8970,17150,1140470
110,100,16398,15017,5930,20946,35963,1140470
100,32,17481,13534,2464,15998,29532,1140470
100,111,14926,6008,3945,9952,15960,1140470
111,110,22086,10011,16078,26089,36100,1140470
110,101,12364,11469,2353,13822,25291,1140470
101,32,13058,8480,1589,10069,18549,1140470
32,32,18383,7035,11394,18429,25464,1140470
32,32,17512,6020,10477,16497,22517,1140470
110,111,11175,12461,2483,14944,27405,1140470
111,99,13496,10541,1035,11577,22118,1140470
101,114,10259,7661,16455,24116,31777,1140470
114,32,11974,2605,4313,6918,9523,1140470
114,32,11974,9862,4313,7257,17119,1140470
32,46,43231,6049,22565,28614,34663,1140470
46,46,15662,7670,7220,14890,22560,1140470
100,101,9680,1340,19440,20780,22120,1140470
101,32,11870,1590,10530,12120,13710,1140470
101,32,11870,9470,10530,7880,17350,1140470
32,104,21460,5540,11990,17530,23070,1140470
104,111,30930,6680,25390,32070,38750,1140470
111,121,19310,6600,12630,19230,25830,1140470
121,32,11680,9120,5080,14200,23320,1140470
109,101,11020,8690,2400,11090,19780,1140470
101,32,11690,9280,3000,12280,21560,1140470
32,115,28030,12280,18750,31030,43310,1140470
105,101,5910,1140,10650,11790,12930,1140470
105,101,5910,9800,10650,8660,18460,1140470
101,110,14220,7460,4420,11880,19340,1140470
110,116,18540,10610,11080,21690,32300,1140470
116,111,15410,9390,4800,14190,23580,1140470
111,32,22980,8970,13590,22560,31530,1140470
32,109,18630,7670,9660,17330,25000,1140470
109,117,18540,5170,10870,16040,21210,1140470
117,121,15110,5760,9940,15700,21460,1140470
32,32,17505,4982,11484,16466,21448,1140470
32,32,28438,6113,23456,29569,35682,1140470
116,104,17599,12079,10943,23021,35100,1140470
104,101,13487,12084,1409,13492,25576,1140470
101,32,16483,10549,4399,14948,25497,1140470
32,116,26957,5728,16408,22136,27864,1140470
116,104,17529,9520,11802,21321,30841,1140470
104,105,24419,6553,14899,21451,28004,1140470
105,110,21465,10513,14912,25426,35939,1140470
110,103,25533,7998,15020,23018,31016,1140470
103,115,17431,14484,9433,23917,38401,1140470
115,32,15436,11096,951,12048,23144,1140470
115,104,14020,1182,21945,23127,24309,1140470
115,104,14020,6498,21945,5316,11814,1140470
104,111,26965,8493,20467,28960,37453,1140470
111,119,17029,12944,8535,21480,34424,1140470
119,115,25970,14164,13025,27189,41353,1140470
115,32,16860,13040,2696,15736,28776,1140470
32,116,27586,6457,14546,21003,27460,1140470
121,32,13700,9410,7940,17350,26760,1140470
32,102,54400,8970,44990,53960,62930,outlier
102,101,13410,10300,4440,14740,25040,1140470
101,108,13190,6150,2890,9040,15190,1140470
108,105,15750,6630,9600,16230,22860,1140470
105,122,22450,11580,15820,27400,38980,1140470
44,32,13180,8080,6510,14590,22670,1140470
32,112,38920,6440,30840,37280,43720,outlier
112,111,15100,7470,8660,16130,23600,1140470
116,104,18908,11077,12451,23528,34605,1140470
101,32,8884,4325,14853,19179,23504,1140470
101,32,8884,10596,14853,6270,16866,1140470
98,101,8992,1135,21431,22567,23702,1140470
98,101,8992,9991,21431,8856,18847,1140470
101,115,23405,14548,13414,27961,42509,1140470
115,116,15574,8477,1027,9504,17981,1140470
116,32,14901,12025,6424,18449,30474,1140470
32,114,22846,8285,10821,19107,27392,1140470
114,101,14657,9488,6372,15860,25348,1140470
111,114,8250,9890,780,10670,20560,1140470
114,113,26930,11660,17040,28700,40360,1140470
113,117,13170,7170,1510,8680,15850,1140470
101,32,8250,1050,10850,11900,12950,1140470
101,32,8250,8790,10850,7740,16530,1140470
