@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1180843', 'outlier'}

@DATA
44,32,21240,13372,10053,23426,36798,1180843
109,101,15962,9723,5885,15608,25331,1180843
101,32,11556,9616,1833,11449,21065,1180843
32,100,12457,7288,2841,10129,17417,1180843
101,32,7672,10681,506,11188,21869,1180843
115,105,6431,4730,7697,12427,17157,1180843
115,105,6431,10863,7697,6134,16997,1180843
101,110,5146,5102,8816,13918,19020,1180843
101,110,5146,11953,8816,6850,18803,1180843
114,116,1848,2484,5539,8022,10506,1180843
114,116,1848,6358,5539,3874,10232,1180843
116,111,7809,8749,1451,10201,18950,1180843
32,101,10261,1569,18052,19621,21190,1180843
32,101,10261,9171,18052,7602,16773,1180843
114,104,2590,699,2392,3091,3790,1180843
114,104,2590,18370,2392,17671,36041,1180843
114,104,2590,18438,2392,68,18506,1180843
114,104,2590,18472,2392,34,18506,1180843
117,118,402,1490,617,2107,3597,1180843
104,114,6548,7037,7514,14552,21589,1180843
114,117,7291,254,254,508,762,1180843
117,104,7944,750,7690,8440,9190,1180843
104,118,2365,4464,1615,6080,10544,1180843
117,101,9651,402,13253,13655,14057,1180843
110,100,5300,6000,6000,12000,18000,1180843
110,100,5300,11100,6000,5100,16200,1180843
100,32,11600,12000,500,12500,24500,1180843
116,104,6400,2300,7600,9900,12200,1180843
116,104,6400,8000,7600,5700,13700,1180843
104,101,8300,8500,300,8800,17300,1180843
112,101,3600,300,16600,16900,17200,1180843
112,101,3600,7900,16600,7600,15500,1180843
101,115,9600,1200,1700,2900,4100,1180843
101,115,9600,6000,1700,4800,10800,1180843
97,32,7972,1423,12059,13482,14905,1180843
97,32,7972,7505,12059,6082,13587,1180843
32,118,18134,5907,10629,16536,22443,1180843
118,105,9607,8673,3700,12373,21046,1180843
100,97,14790,1790,23708,25498,27288,1180843
97,32,9630,2567,7840,10407,12974,1180843
97,32,9630,9866,7840,7299,17165,1180843
112,101,9186,3081,28212,31293,34374,1180843
