@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1160412', 'outlier'}

@DATA
101,108,11480,9459,1610,11069,20528,1160412
101,103,42724,5638,35869,41507,47145,1160412
103,105,18522,14075,12884,26959,41034,1160412
105,32,19004,6275,4929,11204,17479,1160412
109,101,19611,8122,11344,19466,27588,1160412
101,100,22893,6418,14771,21188,27606,1160412
100,105,15025,13986,8607,22593,36579,1160412
105,105,33763,14814,19776,34590,49404,1160412
105,110,10046,5221,19711,24932,30153,1160412
105,110,10046,11891,19711,6671,18562,1160412
97,32,13945,4857,31115,35972,40829,1160412
97,32,13945,11330,31115,6473,17803,1160412
111,114,36334,4772,28797,33569,38341,1160412
117,101,12602,8411,8316,16726,25137,1160412
101,32,9576,1110,1166,2275,3385,1160412
101,32,9576,9650,1166,8541,18191,1160412
115,32,11397,1206,24303,25509,26715,1160412
115,32,11397,8230,24303,7024,15254,1160412
32,97,27113,12047,17202,29249,41296,1160412
97,32,13034,8273,987,9261,17534,1160412
99,99,15455,7675,8250,15925,23600,1160412
99,99,15865,4875,8190,13066,17941,1160412
97,32,13409,8292,1064,9356,17648,1160412
32,99,23656,5913,15364,21277,27190,1160412
99,97,29582,10469,23669,34138,44607,1160412
97,114,47760,6669,37292,43960,50629,1160412
114,114,23015,5262,16346,21608,26870,1160412
101,97,25344,12138,19145,31282,43420,1160412
97,114,18880,5832,10118,15950,21782,1160412
32,32,19704,8464,8788,17253,25717,1160412
32,32,15959,6304,7495,13798,20102,1160412
32,32,47073,8336,40769,49105,57441,1160412
32,32,18164,5798,9828,15625,21423,1160412
32,32,12508,9863,6711,16573,26436,1160412
32,32,40154,7230,30291,37522,44752,1160412
97,112,16271,11539,6057,17597,29136,1160412
112,97,16681,8853,5141,13995,22848,1160412
97,114,41098,5793,32244,38038,43831,1160412
114,101,17540,6277,11747,18024,24301,1160412
101,116,26672,5808,14627,20435,26243,1160412
116,101,38777,9943,32969,42912,52855,1160412
101,32,11995,6033,2052,8086,14119,1160412
115,100,27622,5176,19328,24504,29680,1160412
100,101,12776,6103,7600,13703,19806,1160412
101,32,7205,8750,1102,9852,18602,1160412
115,101,15469,9846,4153,13999,23845,1160412
101,114,20432,6304,10586,16890,23194,1160412
114,32,9026,9916,2722,12638,22554,1160412
97,32,8669,1827,53037,54863,56690,outlier
97,32,8669,11070,53037,9243,20313,outlier
99,97,25572,8141,19512,27653,35794,1160412
97,114,32674,5650,24533,30183,35833,1160412
114,114,13533,6524,7882,14406,20930,1160412
114,101,16279,9539,9755,19294,28833,1160412
101,114,18751,6606,9213,15819,22425,1160412
97,32,13007,5760,2573,8333,14093,1160412
44,32,16492,8266,4154,12420,20686,1160412
116,101,20570,11536,14882,26419,37955,1160412
101,32,14068,8670,2532,11201,19871,1160412
32,100,18512,5773,9842,15615,21388,1160412
100,97,27100,14435,21327,35763,50198,1160412
97,100,17637,3190,3202,6392,9582,1160412
100,32,9113,8763,5924,14687,23450,1160412
32,32,55557,5756,46794,52550,58306,outlier
32,32,15571,5010,9815,14825,19835,1160412
32,32,13510,4224,8501,12724,16948,1160412
97,32,10573,7187,2759,9946,17133,1160412
97,32,11393,1131,3218,4348,5479,1160412
97,32,11393,8810,3218,7679,16489,1160412
111,112,12067,12903,1304,14207,27110,1160412
112,114,38281,5491,25378,30870,36361,1160412
114,116,24439,4198,18948,23146,27344,1160412
116,117,35670,14267,31472,45739,60006,1160412
117,110,17854,12101,3587,15688,27789,1160412
110,105,13134,9852,1033,10885,20737,1160412
97,100,13024,4317,23855,28172,32489,1160412
100,32,10494,1198,6176,7375,8573,1160412
100,32,10494,8205,6176,7007,15212,1160412
100,101,15317,6254,10394,16648,22902,1160412
101,32,7224,10732,970,11702,22434,1160412
97,121,58000,6356,47118,53475,59831,outlier
121,117,22195,10584,15839,26423,37007,1160412
117,100,34038,4879,23455,28333,33212,1160412
100,97,22689,12462,17810,30273,42735,1160412
97,114,24140,6939,11677,18617,25556,1160412
114,32,7792,8904,853,9756,18660,1160412
32,108,19267,2438,18114,20552,22990,1160412
32,108,19267,14024,18114,11586,25610,1160412
108,111,50744,10385,36719,47105,57490,1160412
111,115,23490,7336,13105,20440,27776,1160412
115,32,8821,7929,1486,9415,17344,1160412
100,101,16086,4817,10021,14838,19655,1160412
101,109,13993,15557,9176,24733,40290,outlier
97,115,17422,1778,20650,22428,24206,1160412
97,115,17422,13358,20650,11580,24938,1160412
115,32,16530,7147,3173,10319,17466,1160412
100,101,14574,6128,8936,15064,21192,1160412
101,108,15950,8282,9822,18104,26386,1160412
108,32,50188,7731,41907,49638,57369,1160412
112,117,29576,10378,15618,25996,36374,1160412
117,110,25071,8823,14693,23516,32339,1160412
110,116,50157,9751,41335,51085,60836,1160412
116,32,27627,6928,17876,24804,31732,1160412
32,111,43511,10965,36796,47761,58726,1160412
111,32,17063,7741,6098,13839,21580,1160412
100,101,14775,7978,7817,15795,23773,1160412
101,32,8782,9124,804,9928,19052,1160412
32,118,23285,5887,14161,20048,25935,1160412
118,105,22171,8363,16284,24648,33011,1160412
105,115,18088,9508,9725,19233,28741,1160412
115,116,24058,5656,14550,20205,25861,1160412
97,32,15576,1118,48980,50098,51216,outlier
97,32,15576,5628,48980,4510,10138,outlier
102,105,16174,8550,6786,15336,23886,1160412
105,115,19841,7824,11291,19115,26939,1160412
105,99,21673,6020,10890,16910,22930,1160412
99,111,49945,9845,43924,53769,63614,1160412
111,32,16474,8431,6629,15060,23491,1160412
44,32,13366,6271,5326,11597,17868,1160412
101,109,16019,9452,7162,16615,26067,1160412
109,111,29112,7771,19660,27430,35201,1160412
111,99,35592,4952,27821,32773,37725,1160412
99,105,24117,10836,19165,30001,40837,1160412
105,111,20540,11426,9705,21131,32557,1160412
110,97,16611,6764,6228,12991,19755,1160412
97,108,29255,8128,22492,30620,38748,1160412
108,32,15264,4277,7136,11413,15690,1160412
44,32,18805,7176,6152,13328,20504,1160412
101,110,10628,826,23248,24073,24899,1160412
101,110,10628,10781,23248,9955,20736,1160412
110,116,22899,5366,12118,17484,22850,1160412
116,97,48971,11936,43605,55540,67476,1160412
