@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1100402', 'outlier'}

@DATA
32,100,22294,10962,13896,24858,35820,1100402
100,105,12698,6166,1736,7901,14067,1100402
105,97,15202,4275,9036,13311,17586,1100402
97,32,12535,6305,8260,14564,20869,1100402
100,101,8304,2044,14532,16576,18620,outlier
100,101,8304,10542,14532,8498,19040,1100402
32,99,25000,9100,17800,26900,36000,1100402
99,161,32200,3100,23100,26200,29300,1100402
161,161,15400,8500,12300,20800,29300,1100402
161,161,17400,6600,8900,15500,22100,1100402
161,161,15200,6800,8600,15400,22200,1100402
161,161,17500,5500,10700,16200,21700,1100402
161,161,17600,6700,12100,18800,25500,1100402
161,161,14800,7800,8100,15900,23700,1100402
161,161,15700,7000,7900,14900,21900,1100402
161,161,46300,9100,39300,48400,57500,outlier
121,32,8781,11389,48146,10342,21731,outlier
101,32,8668,10763,2782,13545,24308,1100402
32,115,15353,4943,4590,9533,14476,1100402
115,105,7989,6633,3046,9679,16312,1100402
105,101,8391,7923,1758,9681,17604,1100402
101,110,10165,6607,2242,8849,15456,1100402
110,116,7666,6142,1059,7201,13343,1100402
111,32,5695,3494,8622,12116,15610,1100402
97,110,8648,7576,9822,2522,10098,1100402
115,97,9030,5864,39515,45379,51243,outlier
97,110,11301,3807,5437,9244,13051,1100402
97,110,11301,10678,5437,6870,17548,1100402
110,100,13118,7813,2440,10252,18065,1100402
100,111,8706,8891,893,9784,18675,1100402
111,32,17745,8288,8853,17141,25429,1100402
32,32,14803,12960,5900,18860,31820,1100402
32,32,18055,6004,5095,11099,17103,1100402
111,32,5695,8067,8622,4573,12640,1100402
32,110,14866,8594,6799,15393,23987,1100402
101,114,11233,967,12229,13196,14163,outlier
101,114,11233,8229,12229,7261,15490,1100402
114,118,21524,6303,13296,19598,25901,1100402
118,105,7210,4102,908,5010,9112,1100402
105,111,14972,7309,10870,18179,25488,1100402
111,115,10164,4043,2855,6898,10941,1100402
115,111,7458,8672,3415,12087,20759,1100402
111,32,9623,11946,951,12897,24843,1100402
161,110,55000,6300,45900,52200,58500,outlier
110,32,16100,8700,9800,18500,27200,1100402
98,105,12800,4700,26100,30800,35500,1100402
98,105,12800,13900,26100,9200,23100,outlier
105,101,16100,9800,2200,12000,21800,1100402
101,110,9900,7500,100,7600,15100,1100402
110,32,15600,7500,8100,15600,23100,1100402
32,111,19600,11600,12100,23700,35300,1100402
111,111,46400,11400,34800,46200,57600,outlier
111,99,30100,10600,18700,29300,39900,1100402
101,32,11019,6350,477,6827,13177,1100402
32,104,50794,8297,44444,52742,61039,outlier
104,111,39201,8353,30903,39256,47609,outlier
111,121,34648,8342,26295,34638,42980,outlier
121,32,24674,8720,16332,25052,33772,1100402
32,109,21169,8473,12450,20922,29395,1100402
101,32,10237,2273,18545,20818,23091,1100402
101,32,10237,8517,18545,6244,14761,1100402
32,115,41686,14686,33170,47856,62542,outlier
115,105,51937,10229,37250,47480,57709,outlier
99,111,15600,11900,5000,16900,28800,1100402
111,110,14600,12600,2700,15300,27900,1100402
110,115,32000,9300,19400,28700,38000,1100402
115,115,46500,8400,37200,45600,54000,outlier
103,111,8400,1800,19800,21600,23400,outlier
103,111,8400,9900,19800,8100,18000,1100402
111,32,21300,6700,11400,18100,24800,1100402
109,105,14700,700,25900,26600,27300,outlier
105,101,19233,12707,9004,21711,34418,1100402
101,110,14363,8014,1656,9670,17684,1100402
110,116,19246,8933,11232,20165,29098,1100402
116,111,15015,6210,6082,12292,18502,1100402
111,32,22312,10702,16102,26804,37506,1100402
117,110,21077,6406,14719,21126,27532,1100402
110,32,16496,8277,10089,18366,26643,1100402
32,112,49826,6064,41549,47613,53677,outlier
112,111,19955,6343,13890,20234,26577,1100402
100,101,6004,3685,38573,42258,45943,outlier
100,101,6004,9764,38573,6078,15842,outlier
101,32,14460,16805,4696,21501,38306,outlier
101,114,13629,1133,11095,12228,13361,outlier
101,114,13629,8462,11095,7330,15792,1100402
109,105,5126,4577,7021,11598,16175,1100402
109,105,5126,10212,7021,5635,15847,1100402
110,97,8332,2297,14514,16810,19107,1100402
110,97,8332,8620,14514,6323,14943,1100402
