@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1180447', 'outlier'}

@DATA
107,107,16092,9107,6539,15646,24753,1180447
107,107,13061,20405,3954,24359,44764,outlier
107,107,28512,7854,8107,15960,23814,1180447
107,107,16660,8495,8807,17301,25796,1180447
107,107,15295,9220,6801,16020,25240,1180447
107,107,17533,18073,8313,26387,44460,outlier
121,111,18770,6721,8082,14803,21524,1180447
111,32,21513,6657,14792,21449,28106,1180447
32,110,19305,6702,12649,19351,26053,1180447
110,111,20290,5916,13588,19504,25420,1180447
111,32,18616,5400,12699,18100,23500,1180447
32,109,16699,6298,11298,17597,23895,1180447
101,32,5206,4194,10395,14589,18783,1180447
101,32,5206,5820,10395,1626,7446,1180447
32,103,19302,7888,13482,21369,29257,1180447
103,117,15601,8704,7713,16417,25121,1180447
121,32,22390,11730,13510,25240,36970,1180447
32,99,17780,14310,6050,20360,34670,1180447
99,111,15030,12420,720,13140,25560,1180447
111,110,19450,7980,7030,15010,22990,1180447
110,32,16180,8540,8200,16740,25280,1180447
32,109,17510,7950,8970,16920,24870,1180447
109,105,11730,12520,3780,16300,28820,1180447
105,115,16640,11080,4120,15200,26280,1180447
115,32,12740,7890,1660,9550,17440,1180447
32,97,18200,13480,10310,23790,37270,1180447
97,97,45500,6300,29900,36200,42500,outlier
104,97,8400,7600,10700,18300,25900,1180447
104,97,8400,12400,10700,4800,17200,1180447
97,112,14900,5200,2500,7700,12900,1180447
112,101,7600,2400,15900,18300,20700,1180447
112,101,7600,12000,15900,9600,21600,1180447
110,32,10400,2300,11800,14100,16400,1180447
110,32,10400,12400,11800,10100,22500,1180447
32,116,22000,11200,9600,20800,32000,1180447
100,97,4800,6800,11600,18400,25200,1180447
112,101,5962,1078,18949,20027,21105,1180447
112,101,5962,7575,18949,6498,14073,1180447
101,114,16025,8242,8449,16691,24933,1180447
114,109,25194,3032,16952,19984,23016,1180447
105,116,17702,7821,9859,17680,25501,1180447
116,105,12395,9697,4574,14271,23968,1180447
105,114,10555,8752,858,9610,18362,1180447
114,32,19643,11564,10891,22454,34018,1180447
117,115,17803,11105,9099,20204,31309,1180447
115,116,26084,17916,14979,32895,50811,outlier
116,97,21105,10644,3189,13833,24477,1180447
97,32,18616,8292,7972,16264,24556,1180447
32,108,23187,7085,14895,21981,29066,1180447
97,115,18827,195,22218,22413,22608,1180447
97,115,18827,8705,22218,8510,17215,1180447
115,32,8832,5361,126,5488,10849,1180447
109,97,3996,2642,14603,17246,19888,1180447
109,97,3996,9108,14603,6465,15573,1180447
97,109,14430,9750,950,10700,20450,1180447
109,105,11880,9790,2130,11920,21710,1180447
105,103,19360,8720,9570,18290,27010,1180447
103,111,22050,9340,13330,22670,32010,1180447
111,115,15580,10900,6240,17140,28040,1180447
44,32,15240,8740,5560,14300,23040,1180447
32,112,17940,10560,9200,19760,30320,1180447
97,115,13340,3260,15220,18480,21740,1180447
97,115,13340,11580,15220,8320,19900,1180447
103,111,11110,7040,1760,8800,15840,1180447
44,32,24780,9350,16260,25610,34960,1180447
100,32,30590,7670,13960,21630,29300,1180447
100,115,5630,5330,15450,20780,26110,1180447
100,115,5630,6120,15450,790,6910,1180447
100,115,5630,9320,15450,3200,12520,1180447
116,114,14213,7176,7909,15085,22261,1180447
114,97,10623,10361,3447,13808,24169,1180447
97,98,13561,9976,3199,13175,23151,1180447
98,97,27387,9073,17411,26483,35556,1180447
106,97,7891,1503,9259,10762,12265,1180447
106,97,7891,6755,9259,5252,12007,1180447
97,114,18949,8220,12194,20414,28634,1180447
114,32,10676,9101,2455,11557,20658,1180447
101,110,9206,2704,10077,12781,15485,1180447
101,110,9206,7145,10077,4441,11586,1180447
48,48,31724,6298,13854,20152,26450,1180447
104,97,14008,14594,7380,21974,36568,1180447
97,99,30296,7460,15701,23161,30621,1180447
101,114,18140,8748,23175,31924,40672,1180447
101,114,18140,14684,23175,5936,20620,1180447
114,32,22017,6150,7333,13483,19633,1180447
97,121,15200,1100,8400,9500,10600,1180447
121,32,10400,3900,9300,13200,17100,1180447
121,32,10400,12400,9300,8500,20900,1180447
44,32,4100,2400,32500,34900,37300,outlier
44,32,4100,19200,32500,16800,36000,outlier
73,32,8800,2000,28600,30600,32600,1180447
73,32,8800,3100,28600,1100,4200,1180447
