@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1070758', 'outlier'}

@DATA
115,32,9641,1000,22529,23529,24529,outlier
115,32,9641,7845,22529,6845,14690,1070758
32,104,19981,5385,12136,17521,22906,1070758
104,111,20013,6259,14629,20888,27147,1070758
111,121,18384,5506,12126,17632,23138,1070758
121,32,12806,7734,7300,15034,22768,1070758
111,32,18382,10764,9220,19984,30748,1070758
32,97,13596,9558,2832,12391,21949,1070758
97,32,9653,9487,95,9582,19069,1070758
32,104,52704,7511,43217,50728,58239,outlier
97,98,6027,2867,8466,11333,14200,1070758
97,98,6027,8722,8466,5854,14576,1070758
98,108,17821,10612,9100,19711,30323,1070758
108,97,11000,10810,388,11198,22008,1070758
97,114,24295,5438,13486,18923,24361,1070758
114,32,10742,9563,5304,14868,24431,1070758
32,32,40042,8635,32908,41543,50178,outlier
32,32,18055,10144,9420,19564,29708,1070758
32,32,18606,11992,8462,20454,32446,1070758
32,32,22927,10550,10935,21485,32035,1070758
32,44,56532,12138,45982,58120,70258,outlier
44,32,13917,10744,1779,12523,23267,1070758
32,108,12055,12608,1311,13920,26528,1070758
97,32,13168,4043,15054,19097,23140,1070758
97,32,13168,5497,15054,1455,6952,1070758
32,109,13376,10674,7878,18552,29226,1070758
83,111,25100,9014,11509,20523,29537,1070758
111,121,33415,7849,24401,32250,40099,outlier
121,32,14392,8203,6543,14746,22949,1070758
32,117,28636,7207,20433,27641,34848,1070758
117,110,40418,8256,33210,41466,49722,outlier
110,97,17089,13695,8833,22528,36223,1070758
97,32,22944,7262,9249,16512,23774,1070758
32,109,26206,7640,18944,26584,34224,1070758
109,101,17250,10234,9609,19843,30077,1070758
89,89,13980,10350,3300,13650,24000,1070758
89,111,19110,9970,8760,18730,28700,1070758
111,32,17540,13640,7570,21210,34850,1070758
115,105,9210,640,10860,11500,12140,outlier
115,105,9210,10350,10860,9710,20060,1070758
101,109,6930,1740,13270,15010,16750,1070758
101,109,6930,8940,13270,7200,16140,1070758
109,112,18240,10120,9300,19420,29540,1070758
112,114,11560,7460,1440,8900,16360,1070758
114,101,15760,8320,8300,16620,24940,1070758
101,114,14397,1576,14180,15757,17333,1070758
101,114,14397,9030,14180,7453,16483,1070758
114,105,13541,7179,4511,11691,18870,1070758
105,97,13284,8320,6105,14425,22745,1070758
97,108,15928,8468,7608,16076,24544,1070758
108,108,38973,10784,30506,41290,52074,outlier
115,32,11559,1011,10184,11195,12206,outlier
115,32,11559,5948,10184,4936,10884,1070758
112,101,9248,568,26733,27301,27869,outlier
115,111,16780,10970,5020,15990,26960,1070758
111,121,20020,6960,9050,16010,22970,1070758
121,111,33590,3760,26630,30390,34150,outlier
111,121,16800,6160,7430,13590,19750,1070758
121,115,22400,9360,16240,25600,34960,1070758
115,111,11200,6960,1840,8800,15760,1070758
111,121,14400,6970,7440,14410,21380,1070758
97,114,40059,7213,29834,37046,44259,outlier
114,121,20785,6991,13572,20563,27554,1070758
108,117,6371,2298,12140,14438,16736,1070758
108,117,6371,8704,12140,6406,15110,1070758
117,32,17643,7816,8939,16755,24571,1070758
32,115,26401,10232,18585,28817,39049,1070758
105,121,723,3150,16896,20046,23196,1070758
105,121,723,5514,16896,2364,7878,1070758
105,121,723,11769,16896,6255,18024,1070758
104,97,7193,3121,43063,46184,49305,outlier
104,97,7193,9165,43063,6044,15209,outlier
115,116,7548,1071,12128,13199,14270,outlier
115,116,7548,9150,12128,8079,17229,1070758
116,97,12532,8599,3382,11981,20580,1070758
97,32,9055,9979,456,10434,20413,1070758
32,113,11802,9565,1824,11389,20954,1070758
113,117,11297,9583,1732,11315,20898,1070758
117,101,12225,8357,2642,10999,19356,1070758
101,32,14023,12611,5666,18277,30888,1070758
108,44,48000,5500,36100,41600,47100,outlier
44,32,19200,12800,13700,26500,39300,1070758
108,97,12000,1500,19200,20700,22200,outlier
97,32,14400,1500,12900,14400,15900,outlier
97,32,14400,13600,12900,12100,25700,1070758
118,111,10400,1600,20000,21600,23200,1070758
111,121,23200,700,21600,22300,23000,outlier
111,121,23200,9600,21600,8900,18500,1070758
32,97,11200,1500,23200,24700,26200,outlier
32,97,11200,8700,23200,7200,15900,1070758
109,97,11866,11306,1192,12498,23804,1070758
97,121,18100,7651,6794,14445,22096,1070758
121,111,26625,7043,18974,26017,33060,1070758
114,32,7942,2116,13811,15927,18043,1070758
114,32,7942,10837,13811,8721,19558,1070758
32,112,14115,16192,3278,19470,35662,outlier
112,97,16959,9132,767,9899,19031,1070758
97,114,17048,9575,7916,17491,27066,1070758
114,116,13448,7667,3873,11539,19206,1070758
116,101,13120,12723,5453,18176,30899,1070758
