@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1150520', 'outlier'}

@DATA
89,89,11685,12137,1202,13339,25476,1150520
111,32,14890,3985,16902,20888,24873,1150520
100,111,14090,14620,11790,11610,26230,1150520
111,44,30280,12480,15660,28140,40620,1150520
44,32,20590,13400,8110,21510,34910,1150520
97,110,6600,6990,7910,14900,21890,1150520
110,100,10660,1290,3670,4960,6250,1150520
100,111,7590,5130,6300,11430,16560,1150520
111,32,10450,1950,5320,7270,9220,1150520
111,32,10450,11850,5320,9900,21750,1150520
105,118,12651,8702,909,9611,18313,1150520
118,101,9509,10734,808,11542,22276,1150520
101,114,14276,8656,3542,12198,20854,1150520
114,115,20159,6979,11503,18482,25461,1150520
115,105,11536,7535,4558,12093,19628,1150520
105,105,23076,8282,15540,23822,32104,1150520
105,243,20323,6665,12041,18706,25371,1150520
243,110,18844,11602,12179,23782,35384,1150520
44,32,8792,4523,22131,26654,31177,1150520
32,97,12091,1182,7568,8750,9932,1150520
97,106,6402,7051,10542,6461,13512,1150520
111,32,7206,3031,16951,19982,23013,1150520
32,113,9681,1427,6650,8077,9504,1150520
32,113,9681,6981,6650,5554,12535,1150520
113,117,9528,5408,2547,7954,13362,1150520
101,32,11177,5469,5727,11197,16666,1150520
100,101,7198,3040,8949,11989,15029,1150520
100,101,7198,6250,8949,3211,9461,1150520
101,98,16011,3836,9761,13597,17433,1150520
101,114,22856,8531,11612,20143,28674,1150520
114,32,15019,8704,6488,15192,23896,1150520
32,112,47699,4779,38995,43773,48552,outlier
112,101,7080,14838,2301,17139,31977,1150520
101,114,15016,13080,178,13258,26338,1150520
114,115,26211,10868,13132,23999,34867,1150520
115,111,14435,6564,3567,10132,16696,1150520
111,110,21716,6234,15152,21386,27620,1150520
110,97,11301,10913,5067,15979,26892,1150520
97,108,24665,5997,13752,19750,25747,1150520
101,115,10650,5320,37940,43260,48580,outlier
101,115,10650,9890,37940,4570,14460,outlier
116,111,6500,1940,15080,17020,18960,1150520
116,111,6500,9820,15080,7880,17700,1150520
121,32,5680,2260,7510,9770,12030,1150520
121,32,5680,11220,7510,8960,20180,1150520
99,111,8410,3330,31980,35310,38640,outlier
111,110,4340,8190,1010,9200,17390,1150520
111,110,4340,11820,1010,3630,15450,1150520
110,32,20160,9510,8340,17850,27360,1150520
101,114,6424,1442,8966,10408,11850,1150520
101,114,6424,7834,8966,6392,14226,1150520
114,114,24778,8641,16944,25585,34226,1150520
114,97,4778,1541,18563,20104,21645,1150520
114,97,4778,7861,18563,6321,14182,1150520
32,100,5559,2203,10571,12774,14977,1150520
100,101,7992,3793,5789,9581,13374,1150520
100,101,7992,7814,5789,4021,11835,1150520
101,32,11983,6251,4169,10420,16671,1150520
32,104,22384,7872,16133,24006,31878,1150520
111,32,14890,12919,16902,8934,21853,1150520
32,101,14483,9101,1564,10665,19766,1150520
101,108,19964,14106,10863,24970,39076,1150520
108,101,20510,9189,6404,15593,24782,1150520
101,104,34365,8521,25175,33696,42217,outlier
104,104,35738,18274,27217,45491,63765,outlier
104,104,29165,8189,10890,19079,27268,1150520
104,102,6267,8230,22715,30945,39175,1150520
104,102,6267,14155,22715,5925,20080,1150520
102,105,14894,13570,739,14309,27879,1150520
32,97,12091,9090,7568,7908,16998,1150520
97,115,12843,7856,3752,11608,19464,1150520
115,115,41484,9103,33628,42731,51834,outlier
115,115,12469,9864,3366,13230,23094,1150520
115,237,22566,8512,12702,21215,29727,1150520
237,32,9550,11034,1038,12072,23106,1150520
32,32,39252,7639,28218,35857,43496,outlier
32,32,14947,9230,7308,16538,25768,1150520
32,115,10805,8318,1575,9893,18211,1150520
115,115,9909,6249,1590,7839,14088,1150520
104,97,8810,6271,937,7208,13479,1150520
98,101,4760,623,11331,11954,12577,1150520
101,114,4810,3813,4187,8000,11813,1150520
101,114,4810,7847,4187,4034,11881,1150520
114,32,9599,7849,1752,9601,17450,1150520
