@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1170328', 'outlier'}

@DATA
77,101,9750,12600,1780,10440,23040,1170328
101,32,45480,13490,32880,46370,59860,outlier
32,115,32020,18310,18530,36840,55150,1170328
115,105,20000,10290,1690,11980,22270,1170328
101,110,5600,7920,7300,15220,23140,1170328
101,110,5600,11150,7300,3230,14380,1170328
111,111,35307,12037,26112,38150,50187,1170328
118,111,11488,1120,14292,15412,16532,outlier
118,111,11488,11652,14292,10532,22184,1170328
111,32,20509,16064,8857,24920,40984,1170328
32,108,19428,11401,3364,14766,26167,1170328
108,101,11967,11176,566,11742,22918,1170328
101,111,23879,12602,12703,25305,37907,1170328
111,110,22986,10497,10384,20881,31378,1170328
32,109,10923,10523,955,11479,22002,1170328
110,116,16030,8700,4880,13580,22280,1170328
111,112,2420,7080,19270,26350,33430,1170328
112,32,8790,1510,1710,3220,4730,outlier
112,32,8790,13540,1710,12030,25570,1170328
32,32,11380,6920,7480,14400,21320,1170328
32,32,55090,9510,48170,57680,67190,outlier
32,115,15180,11110,5670,16780,27890,1170328
97,108,11960,3260,12840,16100,19360,1170328
97,108,11960,8720,12840,5460,14180,1170328
109,101,11414,5542,890,6432,11974,1170328
101,100,16386,7594,10844,18438,26032,1170328
100,105,8536,11097,942,12039,23136,1170328
105,99,15839,9625,4742,14367,23992,1170328
99,99,30418,24615,20793,45408,70023,outlier
99,99,24412,8415,13971,22386,30801,1170328
99,120,20227,11664,11811,23475,35139,1170328
120,105,17020,11090,5356,16446,27536,1170328
105,99,16423,13582,5333,18915,32497,1170328
108,117,22590,6920,13870,20790,27710,1170328
117,100,12630,9490,5710,15200,24690,1170328
100,97,13680,16620,4190,20810,37430,1170328
97,98,30350,7300,13730,21030,28330,1170328
98,108,20770,10290,13470,23760,34050,1170328
108,101,11990,12730,1700,14430,27160,1170328
101,32,14880,8250,2150,10400,18650,1170328
121,32,15240,4050,28120,32170,36220,outlier
121,32,15240,14260,28120,10210,24470,outlier
