@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1140417', 'outlier'}

@DATA
116,101,9900,13200,500,13700,26900,1140417
101,32,19900,6300,6700,13000,19300,1140417
32,100,21200,13500,14900,28400,41900,1140417
100,105,24900,5200,11400,16600,21800,1140417
101,114,36228,9508,27098,36606,46114,outlier
114,97,26161,6105,16653,22757,28862,1140417
97,110,28077,9180,21972,31152,40332,1140417
110,116,27142,10192,17962,28154,38346,1140417
116,101,28442,14010,18250,32260,46270,outlier
101,32,53439,11172,39429,50600,61772,outlier
32,109,46294,9796,35122,44918,54714,outlier
109,101,19509,9451,9714,19165,28616,1140417
101,32,13163,9214,3712,12926,22140,1140417
32,103,38163,9177,28949,38126,47303,outlier
100,101,15276,6328,8128,14456,20784,1140417
101,115,15456,8318,9127,17446,25764,1140417
115,100,15168,4348,6850,11198,15546,1140417
100,101,13056,8340,8708,17048,25388,1140417
101,32,10028,5162,1688,6850,12012,1140417
108,97,7556,98,16138,16236,16334,outlier
108,97,7556,8711,16138,8614,17325,1140417
97,32,10324,5542,1612,7154,12696,1140417
32,109,14031,5881,8489,14370,20251,1140417
109,97,50799,9504,44918,54422,63926,outlier
97,241,11931,5928,2427,8355,14283,1140417
241,97,10097,7476,4169,11645,19121,1140417
97,110,8799,5975,1323,7299,13274,1140417
110,97,7504,7932,1529,9461,17393,1140417
97,32,9397,7974,1465,9439,17413,1140417
32,101,11007,5568,3034,8602,14170,1140417
101,101,25056,6659,19487,26146,32805,1140417
101,104,15705,7473,9046,16520,23993,1140417
104,101,7937,7982,463,8445,16427,1140417
32,101,7206,3111,9725,12836,15947,1140417
32,101,7206,5523,9725,2412,7935,1140417
101,115,11892,13986,6369,20355,34341,outlier
116,97,7588,235,17904,18139,18374,outlier
116,97,7588,15991,17904,15756,31747,outlier
100,111,10001,3863,15249,19112,22975,1140417
100,111,10001,9541,15249,5678,15219,1140417
32,99,8628,84,14334,14418,14502,outlier
99,111,6801,5082,6717,11799,16881,1140417
99,111,6801,7520,6717,2438,9958,1140417
111,110,11033,7128,3513,10641,17769,1140417
103,117,28627,6575,19450,26025,32600,1140417
117,115,23393,7269,16818,24086,31355,1140417
97,116,8698,1473,27608,29081,30554,1140417
97,116,8698,9472,27608,7999,17471,1140417
116,32,34520,9226,25048,34274,43500,1140417
32,108,28314,8102,19088,27190,35292,1140417
108,117,33259,8878,25157,34035,42913,1140417
117,99,30496,8168,21618,29786,37954,1140417
99,104,25431,7487,17263,24749,32236,1140417
104,97,21389,9777,13902,23679,33456,1140417
97,32,28200,10400,10700,21100,31500,1140417
109,101,14700,11200,8000,19200,30400,1140417
101,32,13100,6300,1900,8200,14500,1140417
