@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1180291', 'outlier'}

@DATA
0,0,19995,5439,12080,17519,22958,1180291
0,0,15918,6303,10479,16782,23085,1180291
0,0,38090,9913,31786,41699,51612,outlier
109,97,10924,24403,935,25338,49741,outlier
105,101,10422,11069,4133,15201,26270,1180291
101,110,11847,3826,778,4604,8430,1180291
110,32,15320,6160,11493,17653,23813,1180291
32,116,35303,5388,29143,34531,39919,outlier
116,101,12721,5266,7333,12599,17865,1180291
101,110,12796,5321,7530,12851,18172,1180291
110,103,15319,9426,9998,19424,28850,1180291
103,111,11883,4475,2457,6932,11407,1180291
111,32,11998,7764,7523,15287,23051,1180291
32,113,12004,6071,4239,10310,16381,1180291
101,120,26129,13854,15446,29301,43155,outlier
120,122,20935,20179,4413,24592,44771,outlier
97,32,11175,7336,14556,21892,29228,1180291
97,32,11175,15565,14556,8229,23794,1180291
97,32,14339,5897,10203,16100,21997,1180291
32,102,11843,4153,5946,10100,14253,1180291
102,105,12843,6321,8690,15011,21332,1180291
105,101,10540,4846,4219,9065,13911,1180291
103,117,7123,654,10500,11154,11808,1180291
103,117,7123,9480,10500,8826,18306,1180291
115,116,7276,580,13804,14384,14964,1180291
115,116,7276,7797,13804,7217,15014,1180291
116,97,12768,7810,4971,12781,20591,1180291
110,32,1591,3802,9013,12816,16618,1180291
110,32,1591,4601,9013,799,5400,outlier
32,32,34329,9467,29728,39194,48661,outlier
32,32,16056,10266,6589,16855,27121,1180291
32,32,27116,5554,16849,22404,27958,1180291
101,108,19210,2920,4260,7180,10100,1180291
108,108,11210,7730,8290,16020,23750,1180291
108,108,51930,3760,44200,47960,51720,outlier
108,108,12860,6950,9100,16050,23000,1180291
108,108,16790,6150,9840,15990,22140,1180291
108,108,16010,6940,9860,16800,23740,1180291
108,108,15990,5300,9050,14350,19650,1180291
108,32,41610,10910,36310,47220,58130,outlier
100,111,8780,3770,10670,14440,18210,1180291
100,111,8780,5310,10670,1540,6850,1180291
111,32,21609,9461,14032,23492,32953,1180291
113,117,8712,2325,10075,12399,14724,1180291
113,117,8712,11279,10075,8955,20234,1180291
101,32,11080,725,13202,13927,14652,1180291
101,32,11080,10771,13202,10045,20816,1180291
32,109,19042,11823,8272,20095,31918,1180291
109,115,14009,9415,884,10298,19713,1180291
115,32,12395,10616,2980,13596,24212,1180291
114,114,56600,1400,54800,56200,57600,outlier
114,102,53500,1700,52100,53800,55500,outlier
102,114,17400,1900,15700,17600,19500,1180291
114,105,23200,1700,21300,23000,24700,1180291
105,114,17700,1700,16000,17700,19400,1180291
114,32,15800,2900,14100,17000,19900,1180291
32,32,43200,1400,40300,41700,43100,outlier
32,121,24900,2100,22800,24900,27000,1180291
121,32,19700,1600,17600,19200,20800,1180291
32,108,16049,5480,10495,15975,21455,1180291
97,32,5581,4638,11332,15971,20609,1180291
97,32,5581,6248,11332,1610,7858,1180291
32,110,11953,8730,5705,14435,23165,1180291
110,97,9712,7763,982,8746,16509,1180291
97,116,20706,9454,12942,22396,31850,1180291
116,97,27244,12681,17791,30472,43153,outlier
97,99,25868,7604,13187,20791,28395,1180291
107,105,1550,2260,6500,8760,11020,1180291
107,105,1550,2287,6500,27,2314,outlier
111,121,35200,23900,12100,36000,59900,outlier
121,32,24000,14200,100,14300,28500,1180291
109,101,11900,4000,20900,24900,28900,1180291
109,101,11900,15200,20900,11200,26400,1180291
101,32,16100,13400,900,14300,27700,1180291
32,115,17500,8000,4100,12100,20100,1180291
105,101,11200,800,16000,16800,17600,1180291
32,118,15466,8622,7877,16499,25121,1180291
118,105,14581,7557,5959,13516,21073,1180291
105,100,38529,10081,30971,41052,51133,outlier
100,97,51196,6395,41115,47510,53905,outlier
97,44,19411,8633,13016,21648,30281,1180291
44,32,22479,8541,13846,22387,30928,1180291
32,113,40372,9284,31831,41115,50399,outlier
113,117,27660,9616,18376,27992,37608,1180291
117,101,16576,6592,6960,13553,20145,1180291
101,32,12021,9001,5429,14430,23431,1180291
101,32,11520,9550,2610,12160,21710,1180291
32,108,20630,10170,11080,21250,31420,1180291
108,97,13160,11680,2990,14670,26350,1180291
97,32,21980,8540,10300,18840,27380,1180291
32,112,20750,10140,12210,22350,32490,1180291
112,97,14930,13420,4790,18210,31630,1180291
97,115,14950,9070,1530,10600,19670,1180291
115,111,13460,10240,4390,14630,24870,1180291
111,32,21060,8400,10820,19220,27620,1180291
32,109,18520,9940,10120,20060,30000,1180291
116,101,8270,7138,477,7615,14753,1180291
110,99,10399,727,16035,16761,17488,1180291
99,105,9623,1053,8897,9950,11003,1180291
99,105,9623,9536,8897,8483,18019,1180291
105,97,14150,9191,4614,13805,22996,1180291
97,115,17670,8628,8479,17107,25735,1180291
115,32,15256,12262,6628,18890,31152,1180291
32,32,38645,7789,26384,34173,41962,outlier
32,46,29915,9802,22126,31928,41730,1180291
46,32,19787,9019,9985,19004,28023,1180291
105,101,11200,14400,16000,13600,28000,1180291
101,116,28800,14400,14400,28800,43200,outlier
116,116,33600,16800,19200,36000,52800,outlier
116,110,32000,12800,15200,28000,40800,outlier
116,111,11300,300,15300,15600,15900,1180291
111,32,14300,1500,14000,15500,17000,1180291
32,116,13600,2400,12100,14500,16900,1180291
32,116,13600,10300,12100,7900,18200,1180291
116,114,19200,13500,8900,22400,35900,1180291
114,105,14400,12800,900,13700,26500,1180291
114,32,23037,5895,7899,13793,19688,1180291
103,111,16898,7102,9355,16458,23560,1180291
111,111,15804,6713,8701,15414,22127,1180291
111,100,10482,6719,3769,10488,17207,1180291
100,32,17121,7096,10402,17498,24594,1180291
32,105,24952,5989,17856,23845,29834,1180291
105,32,56335,8308,50345,58653,66961,outlier
109,32,18191,5910,14299,20209,26119,1180291
32,112,25540,7542,16539,24081,31623,1180291
112,101,15412,8119,7869,15988,24107,1180291
101,110,12096,8550,3977,12527,21077,1180291
110,115,17077,8567,8527,17095,25662,1180291
115,97,19546,8548,10979,19527,28075,1180291
97,110,35452,6533,26903,33437,39970,outlier
110,100,16558,8076,10025,18101,26177,1180291
100,111,15476,7506,7399,14906,22412,1180291
111,32,20668,8395,13161,21556,29951,1180291
32,101,15799,7057,7404,14461,21518,1180291
109,117,15800,11170,5860,17030,28200,1180291
117,121,17360,9340,6190,15530,24870,1180291
121,32,19070,9350,9730,19080,28430,1180291
32,98,15990,9300,6640,15940,25240,1180291
98,105,13150,11690,3850,15540,27230,1180291
105,101,13670,10240,1980,12220,22460,1180291
101,110,12340,10240,2100,12340,22580,1180291
110,32,19820,8800,9580,18380,27180,1180291
121,32,23650,10700,13880,24580,35280,1180291
52,55,12751,7967,5652,13619,21586,1180291
32,104,39882,6178,34605,40783,46961,outlier
104,111,23185,6990,17007,23997,30987,1180291
111,108,15213,7826,8223,16049,23875,1180291
108,97,9558,13478,1733,15211,28689,1180291
97,32,15212,6434,1734,8167,14601,1180291
32,109,17624,5430,11190,16620,22050,1180291
109,97,10494,12506,5064,17570,30076,1180291
97,114,28660,6273,16154,22427,28700,1180291
115,116,11900,700,16800,17500,18200,1180291
116,101,16000,700,15300,16000,16700,1180291
101,32,11200,3200,10500,13700,16900,1180291
101,32,11200,12800,10500,9600,22400,1180291
111,112,7200,4000,26400,30400,34400,1180291
112,114,5600,6400,1600,8000,14400,1180291
112,114,5600,12800,1600,6400,19200,1180291
32,113,44800,14400,19600,34000,48400,outlier
117,101,13600,700,16800,17500,18200,1180291
101,32,10400,5600,9700,15300,20900,1180291
32,109,12900,5500,7300,12800,18300,1180291
109,105,16800,1500,11300,12800,14300,1180291
105,32,15900,3200,14400,17600,20800,1180291
105,32,15900,15200,14400,12000,27200,1180291
109,97,10500,600,27300,27900,28500,1180291
97,109,12800,1500,12200,13700,15200,1180291
109,97,11100,2400,9600,12000,14400,1180291
97,32,3200,8800,800,9600,18400,1180291
32,115,16800,900,8000,8900,9800,1180291
101,108,12747,7355,5691,13046,20401,1180291
108,32,24864,7013,17508,24521,31534,1180291
