@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1160204', 'outlier'}

@DATA
69,110,11004,9964,26070,9217,19181,1160204
110,32,41514,10465,31550,42014,52479,outlier
32,32,14008,7650,6471,14121,21771,1160204
32,32,12747,11344,5097,16442,27786,1160204
32,68,10930,1628,11035,12663,14291,1160204
101,110,8144,4940,8227,13167,18107,1160204
110,32,10087,3640,5147,8787,12427,1160204
110,32,10087,14830,5147,11190,26020,1160204
32,32,50882,17921,36052,53973,71894,outlier
73,73,10760,2318,15039,17357,19675,1160204
73,122,10175,1327,7857,9185,10512,1160204
73,122,10175,16781,7857,15453,32234,1160204
122,117,32835,8949,16054,25003,33952,1160204
99,97,10118,1506,30410,31917,33423,outlier
97,114,12110,3199,10603,13802,17001,1160204
114,32,9144,1122,5945,7396,8518,1160204
115,32,7832,10501,9427,7396,17897,1160204
112,114,19503,8616,4789,13405,22021,1160204
114,111,10180,8903,1565,10468,19371,1160204
111,98,13209,10857,4306,15163,26020,1160204
112,114,19503,8616,4789,13405,22021,1160204
98,101,25056,10593,14200,24793,35386,1160204
114,111,10180,8903,1565,10468,19371,1160204
101,101,34754,5676,24161,29837,35513,1160204
111,98,13209,10857,4306,15163,26020,1160204
101,108,21759,10948,16083,27032,37980,1160204
98,101,25056,10593,14200,24793,35386,1160204
101,101,34754,5676,24161,29837,35513,1160204
108,101,19828,9383,8880,18263,27646,1160204
101,108,21759,10948,16083,27032,37980,1160204
101,109,12694,10774,3310,14084,24858,1160204
108,101,19828,9383,8880,18263,27646,1160204
101,109,12694,10774,3310,14084,24858,1160204
68,68,10172,5383,8544,13927,19310,1160204
68,68,10172,10651,8544,5269,15920,1160204
68,101,20967,6384,10316,16700,23084,1160204
101,115,16400,8751,10015,18766,27517,1160204
100,101,10103,6331,12494,18825,25156,1160204
101,32,7177,10695,846,11541,22236,1160204
101,32,7177,10708,846,12,10720,1160204
32,112,18017,12004,7309,19313,31317,1160204
112,101,21327,6403,9323,15727,22130,1160204
101,113,17936,10351,11533,21884,32235,1160204
46,44,50500,9400,41800,51200,60600,outlier
44,32,18300,9500,8900,18400,27900,1160204
97,116,25600,6300,14500,20800,27100,1160204
116,105,16000,8700,9700,18400,27100,1160204
