@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1130225', 'outlier'}

@DATA
111,32,9526,6931,1952,8884,15815,1130225
32,109,10837,3170,3905,7076,10246,1130225
32,109,10837,14192,3905,11022,25214,1130225
109,101,17636,11763,3444,15207,26970,1130225
32,115,9071,7377,9182,16559,23936,1130225
32,115,9071,10024,9182,2648,12672,1130225
111,115,5534,6727,13220,19947,26674,1130225
111,115,5534,12036,13220,5309,17345,1130225
32,101,9311,1620,16143,17763,19383,1130225
32,101,9311,11078,16143,9458,20536,1130225
101,102,15035,7931,3957,11889,19820,1130225
102,102,32768,8062,24837,32899,40961,1130225
102,100,14630,9702,6568,16270,25972,1130225
100,105,13448,9511,3747,13258,22769,1130225
105,102,13535,7242,4024,11266,18508,1130225
102,105,8463,8302,1221,9523,17825,1130225
102,97,18547,7996,10438,18434,26430,1130225
99,101,8003,3478,15875,19353,22831,1130225
99,101,8003,9031,15875,5553,14584,1130225
101,32,10439,10018,1408,11426,21444,1130225
32,111,20593,12148,10575,22723,34871,1130225
111,110,14881,7161,2732,9893,17054,1130225
110,32,15986,10146,8825,18971,29117,1130225
32,121,36425,8611,26279,34890,43501,1130225
121,111,12508,10032,3896,13929,23961,1130225
116,105,9050,2652,28179,30831,33483,1130225
105,101,12418,2142,9766,11908,14050,1130225
101,110,5561,7075,3419,10494,17569,1130225
101,110,5561,11159,3419,4084,15243,1130225
110,111,18446,9310,7287,16596,25906,1130225
111,111,21624,6653,12315,18967,25620,1130225
111,111,14485,4716,7832,12548,17264,1130225
111,111,12018,7442,7302,14744,22186,1130225
111,111,14005,7791,6563,14354,22145,1130225
111,111,31779,8994,23988,32982,41976,1130225
109,101,29180,14330,17590,31920,46250,1130225
110,97,28820,17880,18760,36640,54520,outlier
97,100,43740,13530,25860,39390,52920,1130225
100,97,38470,18220,24940,43160,61380,outlier
44,32,24354,7924,13091,21015,28939,1130225
32,110,53436,7906,45513,53419,61325,outlier
110,111,13844,10006,5938,15944,25950,1130225
111,32,14719,11701,4713,16414,28115,1130225
32,115,46852,10543,35151,45694,56237,outlier
115,105,28750,8814,18208,27022,35836,1130225
105,105,54208,5029,45394,50422,55451,outlier
105,105,15717,6463,10466,16929,23392,1130225
105,116,12748,6196,6285,12481,18677,1130225
111,105,14387,9746,5393,15139,24885,1130225
101,110,9994,3813,10736,14549,18362,1130225
101,110,9994,10544,10736,6731,17275,1130225
116,111,6667,4252,6808,11060,15312,1130225
111,32,9496,3856,5243,9100,12956,1130225
111,32,9496,10876,5243,7020,17896,1130225
97,108,8746,5710,20502,26212,31922,1130225
97,108,8746,6245,20502,535,6780,1130225
108,103,23011,9355,16766,26121,35476,1130225
111,32,10864,2193,11610,13803,15996,1130225
105,99,9632,7880,1329,9210,17090,1130225
105,111,5580,9679,6539,16218,25897,1130225
105,111,5580,11865,6539,2186,14051,1130225
115,32,10360,1164,10863,12027,13191,1130225
115,32,10360,11150,10863,9986,21136,1130225
111,110,11122,6756,8643,15399,22155,1130225
111,110,11122,10093,8643,3337,13430,1130225
110,32,20905,9468,10812,20279,29747,1130225
117,110,8547,4702,17681,22383,27085,1130225
111,117,22408,5524,12376,17900,23424,1130225
117,114,50449,7032,44925,51957,58989,outlier
114,32,34466,7018,27434,34452,41470,1130225
32,108,29415,6983,22397,29381,36364,1130225
108,105,45885,7486,38901,46387,53873,outlier
102,101,15955,10007,1925,11932,21939,1130225
101,46,39467,7493,29461,36954,44447,1130225
46,32,23541,9430,16048,25478,34908,1130225
117,110,8547,8772,17681,4070,12842,1130225
110,32,16791,8615,8019,16634,25249,1130225
32,112,21910,13259,13295,26554,39813,1130225
112,114,17635,9227,4377,13603,22830,1130225
114,111,9673,9546,447,9992,19538,1130225
111,112,23122,9999,13577,23576,33575,1130225
112,111,23556,9230,13556,22786,32016,1130225
111,115,18861,8030,9632,17662,25692,1130225
115,105,12381,8278,4352,12630,20908,1130225
116,111,5192,3375,12539,15914,19289,1130225
105,110,15171,9398,4997,14395,23793,1130225
103,32,6868,2338,9015,11354,13692,1130225
