@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1180789', 'outlier'}

@DATA
32,103,43000,11080,31390,42470,53550,outlier
103,117,20670,11660,9590,21250,32910,1180789
117,115,14270,9240,2610,11850,21090,1180789
115,116,10790,9110,1550,10660,19770,1180789
97,32,7800,2410,13330,15740,18150,1180789
97,32,7800,10790,13330,8380,19170,1180789
73,74,743,4124,142,935,5059,1180789
74,32,6175,4807,2050,6857,11664,1180789
79,83,983,6078,3752,9830,15908,1180789
79,83,983,9282,3752,3204,12486,1180789
79,83,983,12902,3752,3621,16523,1180789
72,71,2252,917,13388,14305,15222,1180789
72,71,2252,2510,13388,1593,4103,1180789
71,83,7952,2365,5442,7807,10172,1180789
71,83,7952,4299,5442,1934,6233,1180789
97,108,11604,5876,17881,5312,11188,1180789
108,103,20694,6198,14818,21016,27214,1180789
103,111,13631,6760,7433,14194,20954,1180789
111,32,20951,4773,14190,18963,23736,1180789
32,115,9017,7056,4244,11300,18356,1180789
115,115,35792,13912,28736,42648,56560,outlier
115,100,23223,6687,9311,15998,22685,1180789
100,105,13146,6731,6459,13190,19921,1180789
105,118,18140,8309,11409,19718,28027,1180789
118,105,15493,6711,7184,13895,20606,1180789
97,32,19192,6343,5780,12123,18466,1180789
106,102,1129,1008,33278,34285,35293,outlier
102,104,1552,1196,545,1741,2937,1180789
102,104,1552,1655,545,458,2113,1180789
102,104,1552,7510,545,5855,13365,1180789
104,98,9942,276,2432,2707,2983,1180789
104,98,9942,5514,2432,5238,10752,1180789
114,101,264,353,1183,1536,1889,1180789
107,106,1283,145,4730,4875,5020,1180789
97,108,10400,11600,13800,6800,18400,1180789
109,105,10000,4700,16200,20900,25600,1180789
109,105,10000,12800,16200,8100,20900,1180789
115,116,14000,1000,14900,15900,16900,1180789
116,32,7500,3900,6500,10400,14300,1180789
32,116,13600,2800,9700,12500,15300,1180789
32,116,13600,12400,9700,9600,22000,1180789
104,101,6500,6800,6800,13600,20400,1180789
101,32,11600,1500,4800,6300,7800,1180789
101,32,11600,17600,4800,16100,33700,outlier
32,32,13580,6960,9030,15990,22950,1180789
32,32,15210,6160,8250,14410,20570,1180789
32,32,12800,5350,6640,11990,17340,1180789
97,114,6420,2880,10670,13550,16430,1180789
97,114,6420,10140,10670,7260,17400,1180789
114,32,19190,5340,9050,14390,19730,1180789
116,111,7220,160,29070,29230,29390,outlier
116,111,7220,7730,29070,7570,15300,outlier
100,97,8020,4550,14660,19210,23760,1180789
97,115,10390,6960,5840,12800,19760,1180789
106,114,1709,2555,1564,4119,6674,1180789
106,114,1709,3350,1564,795,4145,1180789
114,118,3505,3998,155,4153,8151,1180789
114,118,3505,4009,155,12,4021,1180789
114,118,3505,4326,155,317,4643,1180789
118,110,7052,6994,2726,9720,16714,1180789
110,107,7930,754,936,1689,2443,1180789
110,107,7930,7992,936,7238,15230,1180789
113,105,3184,949,15315,16264,17213,1180789
113,105,3184,2820,15315,1871,4691,1180789
