@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1160588', 'outlier'}

@DATA
102,101,9656,1806,30404,32210,34016,1160588
102,101,9656,9910,30404,8104,18014,1160588
101,108,22516,4188,12606,16794,20982,1160588
108,108,14685,5910,10496,16406,22316,1160588
108,108,39699,7500,33790,41289,48789,outlier
97,241,37021,7697,27371,35068,42765,outlier
241,97,16102,7465,8405,15870,23335,1160588
97,110,23581,8421,16116,24537,32958,1160588
110,97,16370,7139,7949,15088,22227,1160588
32,116,47962,7932,37367,45299,53231,outlier
116,101,17023,8623,9091,17714,26337,1160588
101,32,15468,9712,6845,16557,26269,1160588
32,118,24023,7184,14311,21495,28679,1160588
118,97,9277,7920,2093,10013,17933,1160588
32,101,56272,7576,43027,50603,58179,outlier
101,101,41539,8221,33964,42185,50406,outlier
101,116,8677,7961,456,8417,16378,1160588
116,101,18750,6990,10789,17779,24769,1160588
114,109,319,7467,9341,16809,24276,1160588
114,109,319,10692,9341,3225,13917,1160588
109,105,17115,10783,6423,17206,27989,1160588
105,110,15061,13544,4278,17821,31365,outlier
110,97,16525,1413,2982,4395,5808,1160588
100,111,11286,1709,17946,19655,21364,1160588
104,106,600,4900,12700,17600,22500,1160588
104,106,600,5700,12700,800,6500,1160588
104,106,600,6600,11900,18500,25100,1160588
104,106,600,6600,11900,0,6600,1160588
104,106,800,4800,12700,17500,22300,1160588
104,106,800,5600,12700,800,6400,1160588
104,106,600,4200,11900,16100,20300,1160588
104,106,600,4200,11900,0,4200,1160588
106,104,800,5600,11100,16700,22300,1160588
106,104,800,7200,11100,1600,8800,1160588
97,106,2390,7770,18620,1540,9310,1160588
107,106,790,2970,9850,12820,15790,1160588
107,106,790,4540,9850,1570,6110,1160588
107,106,1490,3850,16170,20020,23870,1160588
107,106,1490,4670,16170,820,5490,1160588
100,106,6350,1350,31410,32760,34110,1160588
100,106,6350,2150,31410,800,2950,1160588
100,106,6350,2990,31410,840,3830,1160588
100,106,6350,4600,31410,1610,6210,1160588
111,111,20060,9780,9800,19580,29360,1160588
111,111,49240,10210,39460,49670,59880,outlier
111,110,15930,9650,5720,15370,25020,1160588
110,32,16380,10810,6730,17540,28350,1160588
32,109,18580,11510,7770,19280,30790,1160588
109,105,14530,11580,3020,14600,26180,1160588
105,115,16260,10870,4680,15550,26420,1160588
115,32,20130,8970,9260,18230,27200,1160588
99,111,10770,2150,28010,30160,32310,1160588
99,111,10770,11580,28010,9430,21010,1160588
101,101,36809,7880,30571,38451,46331,outlier
101,101,13855,8321,5976,14297,22618,1160588
101,101,16121,8304,7800,16104,24408,1160588
101,107,37808,5094,29504,34598,39692,1160588
107,105,17349,6343,12255,18598,24941,1160588
105,110,21670,5446,15328,20773,26219,1160588
110,103,13866,6313,8420,14733,21046,1160588
103,32,9706,6791,3393,10184,16975,1160588
32,103,29733,5390,22942,28332,33722,1160588
103,111,15376,5091,9986,15078,20169,1160588
