@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1160641', 'outlier'}

@DATA
104,97,8526,6848,9674,16522,23370,1160641
97,99,8032,6533,1184,7717,14250,1160641
99,101,16559,5401,10025,15427,20828,1160641
101,32,10866,6209,5465,11674,17883,1160641
101,32,10866,13786,5465,7577,21363,1160641
32,116,53458,11687,39672,51359,63046,outlier
97,32,11187,1075,10088,11162,12237,outlier
97,32,11187,10743,10088,9669,20412,1160641
32,97,58237,11500,47493,58993,70493,outlier
97,109,11605,7124,105,7229,14353,1160641
109,105,13116,9009,5992,15001,24010,1160641
105,103,11395,8230,2385,10615,18845,1160641
103,97,47598,7811,39368,47179,54990,outlier
97,98,22736,9175,14925,24100,33275,1160641
98,108,21020,11135,11845,22979,34114,1160641
108,101,11972,8749,837,9586,18335,1160641
105,65,6950,5100,12740,17840,22940,1160641
65,83,35970,10640,10470,21110,31750,1160641
83,32,40430,8770,29790,38560,47330,outlier
32,32,26300,10360,17530,27890,38250,1160641
32,32,20650,7960,10290,18250,26210,1160641
32,32,44320,9680,36360,46040,55720,outlier
32,32,47510,10730,37830,48560,59290,outlier
32,32,31160,12460,20430,32890,45350,1160641
32,115,28830,10560,16370,26930,37490,1160641
101,115,19245,10313,11260,21573,31886,1160641
115,99,21588,10324,11275,21599,31923,1160641
99,114,44827,7876,34504,42379,50255,outlier
114,105,19982,5299,12107,17406,22705,1160641
98,105,36030,7084,27307,34391,41475,1160641
105,114,15132,8721,8048,16769,25490,1160641
114,32,17650,7902,8930,16832,24734,1160641
32,117,31997,5246,24095,29341,34587,1160641
117,110,16787,5493,11540,17034,22527,1160641
104,104,14334,6303,10547,16849,23152,1160641
104,104,17627,6243,11324,17567,23810,1160641
104,104,55224,5461,48981,54442,59903,outlier
32,116,20797,7844,15405,23250,31094,1160641
116,101,10430,6936,2585,9522,16458,1160641
101,110,11154,7790,4218,12008,19798,1160641
110,103,10389,7814,2599,10412,18226,1160641
103,111,12810,8632,4996,13627,22259,1160641
101,32,9694,12042,945,12987,25029,1160641
32,121,23776,11560,11734,23294,34854,1160641
121,32,23147,12832,11586,24419,37251,1160641
32,99,42292,11222,29460,40682,51904,outlier
99,114,17468,9394,6246,15640,25034,1160641
114,101,14894,8221,5500,13721,21942,1160641
101,97,23146,9607,14925,24532,34139,1160641
97,116,18261,10999,8654,19653,30652,1160641
116,105,21937,7882,10938,18820,26702,1160641
105,118,17352,8605,9469,18074,26679,1160641
110,32,13597,8692,8104,16796,25488,1160641
32,115,17610,8675,8918,17593,26268,1160641
115,117,11128,4537,2453,6990,11527,1160641
117,112,20869,5489,16332,21821,27310,1160641
112,101,12006,7908,6517,14425,22333,1160641
101,114,18327,8804,10419,19223,28027,1160641
114,32,12864,6288,4060,10348,16636,1160641
32,101,9604,8713,3316,12029,20742,1160641
101,110,15199,4474,6485,10959,15433,1160641
110,115,18305,9606,13832,23438,33044,1160641
116,116,30951,5311,19263,24574,29885,1160641
116,78,13027,10728,7716,18444,29172,1160641
78,78,54508,14345,43780,58125,72470,outlier
78,78,21670,12394,7325,19719,32113,1160641
78,78,17079,14810,4686,19496,34306,1160641
78,78,19657,15592,4846,20438,36030,1160641
78,78,20156,15256,4564,19820,35076,1160641
78,78,21330,14561,6075,20636,35197,1160641
78,78,19941,15249,5380,20629,35878,1160641
78,78,22812,14898,7563,22461,37359,1160641
