@RELATION keys
@ATTRIBUTE letter1  NUMERIC
@ATTRIBUTE letter2  NUMERIC
@ATTRIBUTE P1R1  NUMERIC
@ATTRIBUTE P1P2  NUMERIC
@ATTRIBUTE R1P2  NUMERIC
@ATTRIBUTE R1R2  NUMERIC
@ATTRIBUTE P1R2  NUMERIC

@ATTRIBUTE class {'1180116', 'outlier'}

@DATA
116,116,13200,6700,8100,14800,21500,1180116
116,116,13500,11900,6800,18700,30600,1180116
116,116,19700,12600,7800,20400,33000,1180116
116,111,13200,6700,600,7300,14000,1180116
100,97,14700,3900,16600,20500,24400,1180116
97,121,10500,6600,6600,13200,19800,1180116
110,32,15804,7248,10290,17537,24785,1180116
32,112,24894,6726,17647,24373,31099,1180116
112,99,22992,8317,16265,24582,32899,1180116
99,111,14210,5103,5893,10997,16100,1180116
111,32,28597,4200,23494,27694,31894,1180116
32,32,18813,9104,6104,15208,24312,1180116
32,32,30496,9913,21392,31305,41218,1180116
32,111,36596,5854,26682,32536,38390,outlier
111,99,15391,9128,9538,18666,27794,1180116
97,110,16032,6166,3440,9607,15773,1180116
110,116,24779,6313,18612,24926,31239,1180116
116,97,8794,12698,2481,15179,27877,1180116
97,110,18382,6090,5683,11773,17863,1180116
110,32,16818,7892,10728,18620,26512,1180116
32,108,18420,5278,10528,15806,21084,1180116
108,111,13555,5301,8277,13578,18879,1180116
115,32,8934,1274,15667,16941,18215,1180116
115,32,8934,5952,15667,4678,10630,1180116
32,99,13463,9490,7511,17001,26491,1180116
111,114,14400,700,8000,8700,9400,1180116
111,114,14400,10300,8000,9600,19900,1180116
114,32,11200,14300,900,15200,29500,1180116
113,117,8800,5600,10500,16100,21700,1180116
113,117,8800,16700,10500,11100,27800,outlier
101,32,5600,8800,7300,16100,24900,1180116
101,32,5600,19100,7300,10300,29400,outlier
32,114,26400,7100,7300,14400,21500,1180116
114,105,8000,12700,900,13600,26300,1180116
105,105,32000,16800,19300,36100,52900,outlier
110,97,11987,7058,4973,12031,19089,1180116
99,105,3978,5038,14538,19576,24614,1180116
105,111,10613,477,5575,6052,6529,1180116
111,110,13417,5409,12939,18348,23757,1180116
111,110,13417,9432,12939,4023,13455,1180116
110,101,19218,7859,9787,17646,25505,1180116
101,97,58359,8678,41716,50394,59072,outlier
108,101,11252,846,12950,13796,14642,1180116
108,101,11252,7858,12950,7012,14870,1180116
97,110,11500,2400,8000,10400,12800,1180116
110,100,8000,4000,5600,9600,13600,1180116
110,100,8000,12500,5600,8500,21000,1180116
100,32,12600,14600,100,14700,29300,1180116
32,32,36300,9200,21700,30900,40100,outlier
32,32,18900,6700,9700,16400,23100,1180116
32,32,16700,6700,10000,16700,23400,1180116
32,32,16100,9500,9400,18900,28400,1180116
97,110,10800,400,27500,27900,28300,1180116
110,100,7900,4000,7500,11500,15500,1180116
97,121,10500,9800,6600,3200,13000,1180116
121,32,13800,8700,4000,12700,21400,1180116
32,104,16100,7500,7400,14900,22400,1180116
97,115,14000,3400,15700,19100,22500,1180116
115,32,10700,900,7300,8200,9100,1180116
115,32,10700,7600,7300,6700,14300,1180116
